crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
groundnut,131,26.76,21.17,267.3,74.7,72.7,5.6,16.5,178.2,31.0,189.6,5.0,27.157947621172468,5.0,5,0.9,0.9,0.0021,1.0766917,26.47
sunflower,128,26.9,19.83,682.6,139.7,83.1,6.9,36.4,120.4,29.0,103.9,5.0,15.34359880915084,6.078853349463137,0,0.496,0.496,0.0022,0.498760027,20.17
groundnut,117,24.03,25.26,747.5,4.1,86.1,8.11,48.9,152.3,9.7,302.2,12.005761752094022,34.625235439409494,5.0,5,0.421,0.674,0.0185,1.247708843,28.34
sunflower,129,16.79,25.26,293.6,27.1,36.6,4.71,30.8,190.2,18.7,251.9,5.0,8.08492219532664,5.0,5,0.612,0.703,0.0057,0.332950619,18.36
mustard,104,21.23,20.13,520.2,115.8,63.0,5.89,15.4,177.8,8.5,376.2,12.207042096588818,34.79797819228149,5.0,5,0.363,0.737,0.0212,1.454908997,30.6
sunflower,110,17.66,19.57,551.8,102.5,75.1,6.34,47.9,115.6,12.8,242.5,37.09872512972585,43.190102950959364,5.0,0,0.75,0.75,0.0046,1.379081463,29.77
sunflower,110,20.66,15.04,292.1,65.5,40.9,4.51,32.8,114.6,19.5,160.6,19.824293312551244,34.97669247549795,5.0,4,0.61,0.61,0.0017,1.075430499,26.46
soybean,101,13.7,16.05,761.5,181.9,68.0,7.35,29.7,154.8,11.7,252.8,5.0,13.035330654410021,5.0,3,0.393,0.566,0.0134,0.418810658,19.3
sunflower,107,21.84,25.63,336.9,93.7,52.1,8.04,19.6,103.4,17.2,191.6,58.03815833251511,50.56193867758407,27.234629241500354,1,0.9,0.9,0.0031,1.911802453,35.58
sunflower,103,29.23,26.85,426.9,230.1,71.2,4.52,11.0,168.4,14.8,278.7,5.0,19.561896405072243,5.0,2,0.602,0.602,0.003,0.332950619,18.36
sunflower,107,14.43,11.28,735.8,109.7,64.1,5.47,26.0,209.6,16.1,115.4,5.0,8.935274777728138,5.0,0,0.592,0.592,0.0014,0.332950619,18.36
mustard,116,24.28,22.76,648.9,147.0,37.6,6.7,16.7,124.9,28.8,307.2,64.80863447310908,51.498135149631196,5.0,0,0.894,0.894,0.005,2.150111818,38.18
soybean,123,18.0,14.37,454.8,63.8,53.2,6.25,12.3,81.2,5.2,154.4,7.170607754369568,16.12595841953168,5.0,2,0.444,0.444,0.0031,0.418810658,19.3
mustard,129,25.99,27.66,726.4,161.2,80.2,5.25,23.8,154.4,29.4,219.0,5.0,20.405169274660203,5.0,2,0.817,0.817,0.0041,0.710970308,22.48
soybean,95,13.76,15.66,701.8,28.0,86.4,8.36,5.8,151.1,36.4,299.2,5.0,27.40617446193965,5.0,3,0.803,0.883,0.0114,0.903583996,24.58
soybean,120,31.75,33.91,896.2,183.5,84.7,5.17,14.6,91.0,14.1,358.1,5.0,17.946197961088753,5.0,1,0.754,0.8,0.012,0.418810658,19.3
mustard,122,25.47,27.24,872.5,133.9,52.9,6.04,10.5,137.5,26.3,185.1,46.41567162869357,48.06703648639685,25.998933327124906,2,0.873,0.873,0.0016,1.86486365,35.07
mustard,114,16.15,11.4,816.6,39.0,81.4,7.16,35.8,93.3,31.1,365.6,68.15217034995362,37.225676041600906,5.0,0,0.873,0.873,0.003,1.913599518,35.6
sunflower,123,15.54,11.17,888.7,79.7,59.2,5.33,11.1,94.2,14.6,319.4,10.52109836309777,23.536766142171867,5.0,5,0.863,0.894,0.0042,0.62394946,21.53
sunflower,109,14.39,20.04,717.3,212.4,70.6,8.37,34.2,205.7,6.6,305.8,5.0,25.59241457232607,5.0,0,0.885,0.885,0.0063,0.775109041,23.18
soybean,117,21.04,17.79,543.8,228.5,89.6,5.73,21.9,166.1,39.0,248.9,5.0,21.470100452847287,5.0,0,0.586,0.689,0.0043,0.49314955,20.11
soybean,116,23.35,33.4,640.1,147.9,59.4,4.61,44.8,159.7,29.7,349.2,5.0,26.391499239404318,5.0,4,0.698,0.698,0.0035,0.908819129,24.64
sunflower,124,15.15,10.05,279.7,171.8,71.0,4.65,11.7,90.3,26.9,102.7,5.0,10.671062272550364,5.0,3,0.568,0.568,0.0036,0.332950619,18.36
mustard,102,15.01,10.18,591.3,91.7,83.3,7.93,34.6,83.2,21.0,251.6,6.856177653724293,22.618785442118522,5.0,2,0.736,0.736,0.0024,0.430022364,19.42
sunflower,110,21.59,23.14,252.2,126.4,81.3,5.23,6.8,182.5,19.4,340.1,5.0,24.503736057872143,5.0,2,0.39,0.639,0.019,0.848358177,23.98
groundnut,143,20.42,29.57,356.6,236.5,74.0,5.27,56.6,210.7,36.7,241.3,5.0,27.214471486449916,5.0,4,0.865,0.865,0.0036,1.067290234,26.37
sunflower,120,27.45,31.14,329.3,222.3,63.3,7.57,5.8,148.4,17.4,133.4,5.0,19.86347207485469,5.0,5,0.662,0.662,0.0033,0.851687683,24.02
mustard,118,12.17,29.64,806.0,48.3,70.0,5.08,33.5,129.6,9.7,137.9,5.0,15.059276943021086,5.0,3,0.476,0.882,0.0098,0.430022364,19.42
soybean,113,29.3,15.2,868.0,138.0,35.1,6.72,19.1,141.5,23.1,306.5,14.46171925484861,26.69412983861995,5.0,2,0.833,0.833,0.0073,1.096236899,26.69
mustard,107,29.06,30.07,720.7,59.1,58.1,4.88,16.2,98.8,13.5,323.7,5.0,16.048650629022106,5.0,2,0.9,0.9,0.0051,0.430022364,19.42
mustard,116,12.75,20.43,630.8,97.3,51.8,6.61,40.5,156.0,5.9,185.8,25.99037752569256,35.9474298009559,5.0,1,0.543,0.543,0.0011,1.449175365,30.54
soybean,117,28.38,16.98,605.5,16.3,35.1,6.58,46.7,214.7,35.1,142.6,5.0,7.118756515461742,5.0,5,0.819,0.819,0.0014,0.49314955,20.11
mustard,122,25.8,34.24,315.3,70.8,36.4,4.84,32.0,116.9,7.6,255.2,5.0,18.356074589431397,5.0,2,0.549,0.848,0.0076,0.430022364,19.42
sunflower,101,13.64,28.03,885.4,0.1,89.6,4.65,50.7,114.4,8.2,92.7,5.0,9.959717435627473,5.0,1,0.65,0.862,0.0109,0.332950619,18.36
soybean,102,23.2,22.23,310.3,71.5,47.2,7.31,54.0,83.7,19.7,250.2,81.32931787032673,54.57618264060905,12.782499360706522,4,0.9,0.9,0.0029,2.076253839,37.38
mustard,126,23.8,29.42,751.1,24.3,41.2,8.32,9.0,177.5,17.7,107.6,5.0,23.605306556021866,5.0,4,0.6,0.755,0.0094,0.430022364,19.42
sunflower,115,16.14,26.77,648.0,148.4,57.2,6.07,33.1,176.9,13.6,384.8,46.95256793876568,56.87688142967291,5.0,2,0.9,0.9,0.0048,2.214121615,38.88
mustard,104,13.49,22.58,366.8,245.9,65.1,5.47,19.7,211.2,30.1,151.8,5.0,14.466437329762815,5.0,2,0.455,0.773,0.0186,0.430022364,19.42
mustard,114,22.12,19.47,504.7,191.2,43.0,8.38,42.8,117.6,30.8,209.6,5.0,5.0,5.0,1,0.56,0.647,0.0063,0.430022364,19.42
mustard,103,22.76,22.02,373.2,40.5,71.4,6.54,9.7,84.5,37.1,277.3,29.119318545799313,25.292134418745373,5.0,1,0.796,0.796,0.0012,0.921681266,24.78
mustard,116,19.86,25.93,674.4,122.5,47.5,6.86,19.6,152.7,9.8,177.8,5.0,22.410259448952836,5.0,3,0.598,0.598,0.0063,0.666534664,22.0
groundnut,137,19.37,24.18,300.5,68.9,64.4,4.67,28.1,162.9,30.1,280.8,27.311208048414056,40.753099974003156,5.0,0,0.882,0.882,0.0028,1.586609308,32.04
soybean,115,20.14,12.0,443.2,142.4,47.0,7.64,59.5,211.2,15.7,324.4,5.0,35.924107153870025,5.0,2,0.9,0.9,0.0076,1.528658903,31.4
soybean,103,29.8,33.24,903.0,210.2,79.4,7.21,22.6,194.7,22.6,151.3,5.0,13.64981571198727,5.0,4,0.3,0.531,0.01,0.418810658,19.3
sunflower,118,23.78,30.62,272.8,199.3,43.6,8.45,18.0,97.8,18.1,186.6,8.604421595359849,22.842265021868904,5.0,4,0.766,0.766,0.002,0.530057385,20.51
sunflower,101,15.89,10.26,640.8,211.9,78.0,5.69,6.9,140.0,33.8,290.1,5.0,18.594589635476613,5.0,3,0.777,0.777,0.0039,0.833042448,23.82
sunflower,102,27.57,18.6,368.2,51.6,87.7,5.07,17.3,106.0,29.9,343.3,34.24256049626482,29.43357845574626,5.0,4,0.773,0.773,0.0046,1.212606154,27.96
niger seed,146,22.66,32.39,843.2,200.9,68.0,4.68,21.6,127.7,34.0,356.9,5.0,13.318689660229904,5.0,5,0.649,0.649,0.0042,0.3,18.0
safflower,110,13.25,14.09,617.2,29.6,76.3,5.82,19.1,198.2,22.3,164.0,5.0,26.409239976729808,5.0,3,0.517,0.854,0.0139,0.825174271,23.73
soybean,124,20.8,24.37,370.9,111.0,38.9,4.63,10.9,215.1,19.6,107.5,5.0,19.415319652826806,5.0,4,0.753,0.753,0.0017,0.418810658,19.3
sunflower,100,14.35,23.55,535.3,202.9,45.0,6.25,35.1,129.4,25.8,210.5,13.593304707025965,23.209210541935207,5.0,0,0.532,0.532,0.0048,0.961561387,25.22
safflower,111,19.7,31.96,545.0,70.4,38.8,6.61,59.7,204.9,7.5,388.6,5.0,17.94535593446526,5.0,5,0.302,0.674,0.02,0.456986276,19.71
sunflower,123,22.91,14.18,415.2,41.1,67.0,7.31,23.2,169.1,19.5,370.1,16.855767591017397,36.20431452453616,5.0,3,0.849,0.849,0.0021,1.527577439,31.39
soybean,123,18.17,21.36,482.8,179.4,59.5,6.61,23.5,135.3,22.6,287.2,45.65113083430871,42.62694679941774,5.0,4,0.49,0.782,0.0148,1.858472297,35.0
niger seed,126,21.23,13.05,936.9,198.5,79.5,7.57,18.6,176.4,18.5,399.2,5.0,20.642348610791874,5.0,2,0.9,0.9,0.0048,0.820909405,23.68
mustard,123,29.28,20.84,687.9,115.3,68.6,8.47,17.7,142.4,14.4,251.2,5.0,16.42209621869801,5.0,5,0.762,0.762,0.0039,0.430022364,19.42
soybean,108,28.6,10.59,376.0,74.6,62.8,7.51,39.4,91.3,27.3,327.7,27.554104919652495,36.067580314658784,5.0,4,0.374,0.849,0.0121,1.151729311,27.29
groundnut,131,24.95,13.65,413.7,240.4,81.1,7.14,34.3,208.4,34.9,117.2,5.0,24.84135870446634,5.0,3,0.724,0.724,0.0054,0.766891011,23.09
sunflower,116,28.35,20.96,776.8,49.3,81.2,7.76,17.4,183.3,22.2,237.5,5.0,25.376813437691226,5.0,1,0.615,0.769,0.0083,0.805074596,23.51
castor,141,17.75,29.71,634.8,159.8,86.1,5.57,5.7,137.2,28.4,282.9,5.0,14.580009159475267,5.0,5,0.37,0.845,0.0122,0.628049924,21.58
mustard,131,30.79,33.47,672.8,145.1,63.2,4.65,48.4,158.5,17.7,125.7,5.0,11.942018538502158,5.0,4,0.563,0.563,0.0044,0.430022364,19.42
safflower,145,27.07,23.7,286.6,70.9,53.1,5.76,32.8,188.8,23.7,232.0,5.0,21.841927739520344,5.0,0,0.9,0.9,0.0021,0.804960028,23.51
mustard,127,12.96,16.25,628.1,246.6,78.8,5.0,36.3,213.5,30.9,146.2,5.0,14.875635390244408,5.0,4,0.601,0.845,0.0102,0.430022364,19.42
mustard,114,30.85,26.14,471.4,32.3,48.7,5.52,34.8,196.7,37.2,282.6,5.0,14.19678791197171,5.0,0,0.439,0.445,0.0059,0.430022364,19.42
sunflower,128,25.12,15.0,799.6,196.6,36.5,6.1,26.2,157.7,26.7,120.7,5.0,17.60782730279438,5.0,5,0.355,0.811,0.0124,0.546039015,20.68
mustard,108,16.68,28.57,711.7,68.2,36.7,5.49,10.9,141.8,10.3,133.8,5.0,17.037445256035976,5.0,1,0.612,0.653,0.0068,0.430022364,19.42
soybean,114,20.02,22.94,308.7,88.6,61.1,5.98,10.8,122.1,31.6,268.1,19.099979132272615,26.880869061845093,5.0,3,0.421,0.505,0.0038,1.016662873,25.82
sesame,111,13.95,31.41,493.3,123.7,61.8,6.47,20.5,219.4,22.1,80.8,5.0,17.61888714895057,13.568362791831511,5,0.691,0.691,0.0071,0.644842968,21.76
sesame,142,23.84,33.78,948.5,205.1,53.4,5.16,18.0,151.7,11.2,271.1,5.0,8.735216537671675,5.0,0,0.477,0.832,0.0124,0.3,18.0
mustard,131,16.68,30.51,752.6,213.1,63.1,4.7,12.1,143.3,30.3,293.1,5.0,12.271889963748825,5.0,3,0.42,0.469,0.0029,0.430022364,19.42
soybean,98,20.62,24.0,901.5,43.4,44.8,6.54,8.3,98.9,39.2,147.6,22.271988428358874,23.582081426273554,5.0,1,0.9,0.9,0.0043,0.941276955,25.0
sesame,116,28.45,27.57,252.9,185.4,66.1,6.2,17.1,126.0,38.0,226.6,5.0,16.596342186808673,5.0,3,0.402,0.657,0.0062,0.667951142,22.01
groundnut,120,12.53,27.75,746.2,172.6,44.9,6.99,49.6,80.2,34.8,225.2,32.40438001191478,14.408944766764687,5.0,4,0.879,0.879,0.0044,0.78703701,23.31
mustard,117,14.7,18.09,624.0,103.1,51.9,5.25,31.3,133.7,19.1,163.5,48.49124211372289,42.499733913916295,21.48775261928717,1,0.515,0.77,0.0074,1.688554481,33.15
sesame,130,21.4,26.22,546.8,110.4,68.8,7.05,5.0,160.1,31.9,308.5,5.0,17.92287673013249,5.0,3,0.327,0.849,0.0098,0.758822475,23.01
soybean,109,29.55,21.51,547.6,197.5,43.7,7.35,20.0,86.6,16.3,347.5,53.70180064944882,45.2132871042227,5.0,5,0.488,0.727,0.0111,1.511906477,31.22
groundnut,125,13.43,30.45,428.9,144.3,84.2,7.18,32.9,93.4,6.4,232.6,54.121535932478395,44.8309822231423,5.0,1,0.9,0.9,0.0028,1.541840422,31.55
sunflower,110,25.19,20.42,584.7,168.1,44.3,8.28,31.5,109.5,14.1,117.9,5.0,5.0,5.0,0,0.531,0.547,0.0032,0.332950619,18.36
mustard,109,15.58,10.54,686.9,98.7,84.7,6.77,10.3,117.6,21.6,263.9,6.780597969247587,21.613354398375694,5.0,4,0.664,0.664,0.0026,0.715270531,22.53
castor,132,15.37,15.28,273.6,116.6,80.0,6.65,42.5,133.0,35.4,361.3,5.0,16.472972854632044,5.0,4,0.394,0.436,0.0035,0.817554455,23.65
mustard,105,13.15,12.1,328.1,43.3,88.7,5.46,57.7,176.3,9.3,346.2,5.0,11.934777978280149,5.0,0,0.615,0.615,0.0048,0.430022364,19.42
soybean,116,19.53,18.16,354.6,92.0,78.7,7.38,6.8,88.8,22.8,271.6,30.62464701824068,18.600338680495167,5.0,0,0.647,0.733,0.008,1.004098554,25.68
mustard,101,24.45,28.92,650.8,36.5,72.4,8.47,13.7,217.5,26.5,372.2,5.0,17.579475828659536,5.0,5,0.576,0.875,0.0118,0.430022364,19.42
soybean,122,23.3,19.14,789.5,96.9,60.7,5.5,17.0,166.5,26.9,341.2,5.0,17.78509349629559,5.0,2,0.58,0.58,0.0013,0.418810658,19.3
groundnut,124,16.64,33.58,593.7,131.4,71.2,7.04,40.7,82.1,12.6,275.1,28.266796911710422,22.195577890165996,5.0,4,0.347,0.759,0.0132,0.934774333,24.92
safflower,127,17.7,15.73,935.9,109.1,54.2,5.96,32.1,210.1,30.1,213.1,5.0,36.93297656582759,5.0,5,0.821,0.821,0.0034,1.299487041,28.9
mustard,127,24.92,33.67,786.0,83.3,62.2,4.78,13.8,113.0,31.0,129.7,8.806836586503287,28.051766431876366,7.541062489312892,1,0.745,0.881,0.0054,0.72960461,22.69
niger seed,127,21.29,20.24,458.7,9.2,39.9,5.81,8.5,134.8,7.3,182.7,9.051148269586225,28.488123060919953,5.0,5,0.531,0.531,0.0034,0.943351111,25.02
soybean,122,15.82,16.17,451.9,11.8,55.3,7.94,58.5,131.7,26.7,355.7,10.27305685299389,24.424907288921098,5.0,2,0.861,0.861,0.0029,1.058543939,26.28
groundnut,128,16.71,28.26,499.4,65.7,45.4,4.76,32.4,157.0,19.9,298.0,5.0,27.394185967303613,5.0,1,0.889,0.889,0.0032,0.984467796,25.47
groundnut,137,29.03,18.23,393.4,100.2,57.4,6.62,37.5,105.2,8.5,227.4,42.719636691471955,45.47833957141946,5.0,2,0.839,0.839,0.0057,1.482745493,30.9
sunflower,105,19.73,14.92,674.8,209.3,66.3,7.67,21.1,214.4,27.2,131.6,5.0,36.95570753029286,20.11482322992081,0,0.696,0.696,0.0099,1.239242203,28.25
sesame,127,26.49,12.48,563.8,16.5,86.4,6.39,40.6,130.9,20.0,180.0,5.0,24.38429708143144,5.0,0,0.53,0.601,0.0094,0.841886993,23.91
mustard,109,15.51,27.39,336.8,63.6,68.0,7.22,15.0,163.6,13.2,217.1,14.712271165311677,32.34686044666593,5.0,4,0.742,0.765,0.0019,1.298667538,28.89
sunflower,128,30.12,17.11,701.5,172.2,54.8,7.5,10.3,189.8,10.3,84.6,8.301329533054815,43.21216863553795,40.62523732941266,3,0.9,0.9,0.0026,1.5602066,31.75
groundnut,145,25.04,34.34,780.2,224.3,83.0,6.03,42.9,153.0,39.9,129.4,5.0,8.534099626956012,5.0,2,0.551,0.551,0.0059,0.3133822,18.15
sesame,125,16.27,15.88,370.8,47.8,84.6,7.31,42.6,111.2,24.1,191.9,15.007744420326567,23.08074133307893,5.0,0,0.827,0.827,0.0063,0.792547919,23.37
sesame,129,16.68,27.27,442.1,104.1,83.8,7.53,5.1,128.1,5.9,107.7,12.269798059573978,30.95829142705334,16.5387980828754,0,0.44,0.812,0.0158,1.07484237,26.45
soybean,97,13.29,12.8,780.6,171.4,64.8,6.28,12.5,197.1,9.8,121.6,5.0,18.001571546117255,5.0,1,0.357,0.798,0.0124,0.418810658,19.3
mustard,118,30.82,19.35,647.9,43.1,58.5,5.95,27.7,191.5,36.1,248.4,5.0,5.0,5.0,5,0.691,0.691,0.0057,0.430022364,19.42
soybean,114,13.95,11.83,815.4,43.4,54.1,8.39,9.3,186.3,34.6,396.0,5.0,13.69345882744556,5.0,5,0.419,0.608,0.0081,0.418810658,19.3
sunflower,96,19.89,12.89,466.2,46.3,80.2,4.95,24.8,194.0,39.1,165.6,5.0,28.85040613559794,5.0,3,0.603,0.603,0.0037,1.010838079,25.75
soybean,111,17.96,29.45,432.0,180.1,85.4,6.71,23.3,199.1,35.4,237.9,5.0,19.0395958150829,5.0,5,0.627,0.788,0.0054,0.766423505,23.09
groundnut,111,23.89,13.17,337.9,71.1,56.0,5.87,58.5,139.2,20.1,384.2,5.0,15.827073206076351,5.0,4,0.368,0.493,0.0111,0.425304414,19.37
niger seed,134,24.08,21.18,920.4,120.3,89.8,6.82,46.1,103.2,8.8,263.9,5.0,9.791517184353719,5.0,5,0.442,0.442,0.0016,0.355167786,18.6
sunflower,115,20.53,15.47,693.2,147.0,41.8,5.55,22.6,157.8,37.3,368.4,5.0,19.570672730558293,5.0,1,0.736,0.832,0.0095,0.681882867,22.17
mustard,110,13.29,34.59,424.5,4.9,63.4,8.21,24.9,154.9,16.9,357.9,5.0,19.69580861340974,5.0,1,0.9,0.9,0.0029,0.430022364,19.42
groundnut,117,20.79,31.55,885.8,11.6,38.1,6.1,17.5,126.0,17.6,383.8,5.0,22.226292177489995,5.0,1,0.723,0.723,0.0014,0.424856725,19.36
mustard,132,16.07,15.72,397.1,223.0,42.5,4.52,18.2,151.3,36.9,350.0,5.0,5.0,5.0,5,0.389,0.585,0.0062,0.430022364,19.42
sesame,123,24.82,17.82,450.5,138.2,36.0,7.39,13.1,218.4,16.0,239.5,5.0,23.040898808187347,5.0,4,0.36,0.741,0.0089,0.644530695,21.76
sunflower,106,17.58,29.86,851.6,143.0,40.7,6.54,24.9,200.8,24.8,175.8,14.692632123895887,34.71806270737694,18.33231994110717,1,0.51,0.835,0.0178,1.65742818,32.81
soybean,102,23.58,22.18,628.5,162.4,37.4,6.95,18.9,85.4,38.3,345.4,33.14017087960697,27.314726757084205,5.0,3,0.516,0.771,0.0124,1.065873126,26.35
soybean,121,26.9,17.69,856.3,108.9,71.9,5.72,29.8,129.0,10.6,163.3,58.45766274896127,53.56084640112789,44.269833421889174,2,0.785,0.785,0.0044,2.174674344,38.45
soybean,123,15.52,14.85,605.7,183.2,61.6,5.87,17.9,191.7,17.3,293.3,5.0,35.83416250430579,5.0,5,0.9,0.9,0.0086,1.242820629,28.29
niger seed,149,13.56,33.73,607.9,144.1,41.7,4.74,14.6,183.9,9.2,126.4,5.0,28.805036756829217,5.0,1,0.9,0.9,0.003,0.862012768,24.13
groundnut,122,15.21,16.12,659.5,130.8,70.9,7.05,16.6,149.5,15.8,393.5,5.0,24.271789243462035,5.0,4,0.489,0.628,0.0164,0.777635544,23.21
safflower,141,16.74,13.65,377.8,59.2,50.3,5.86,16.4,194.6,9.4,398.9,5.0,16.131340844890378,5.0,5,0.66,0.877,0.0078,0.445074312,19.58
soybean,103,21.3,13.75,561.6,121.1,83.6,6.6,14.4,127.4,15.5,159.0,49.828861952945736,47.84204671164431,30.02871462295017,4,0.725,0.725,0.0029,1.832296631,34.72
mustard,109,13.36,16.13,940.5,9.9,64.9,7.88,14.2,213.8,27.8,152.2,5.0,19.894461627328127,5.0,0,0.9,0.9,0.0023,0.536094547,20.58
soybean,117,23.85,19.22,549.3,42.4,50.7,7.82,19.8,161.1,15.2,148.6,35.17185544464773,46.97773779903506,30.997439835717362,2,0.711,0.711,0.006,1.771569085,34.05
sunflower,98,13.64,10.82,711.4,219.6,74.0,5.9,46.7,174.2,17.9,272.7,5.0,22.482782767607294,5.0,3,0.79,0.79,0.0018,0.589988496,21.16
soybean,124,24.23,11.82,524.1,50.7,48.0,7.39,16.9,119.0,6.2,207.1,16.16603467214345,25.48008416137887,5.0,2,0.436,0.436,0.0034,1.006192607,25.7
sunflower,111,25.6,16.29,712.9,62.8,64.4,8.32,7.8,191.9,32.8,223.1,10.655114966762591,36.74043663570123,5.0,2,0.9,0.9,0.0047,1.502273192,31.12
soybean,99,29.46,21.84,370.8,71.3,48.3,7.99,16.6,218.1,5.7,324.5,5.0,18.488736835201934,5.0,5,0.769,0.769,0.003,0.523513323,20.44
sunflower,95,12.67,19.64,574.4,145.1,57.3,5.19,27.8,113.3,13.4,246.7,53.66946339578842,46.59585551392865,5.0,4,0.784,0.784,0.0068,1.647439662,32.7
safflower,122,21.61,14.77,798.6,130.6,89.1,7.63,55.9,98.0,9.9,203.8,11.503693499971584,25.600133364317518,5.0,0,0.574,0.588,0.0035,0.70497172,22.42
sunflower,112,24.42,14.81,860.2,55.3,50.6,6.62,13.2,172.7,38.4,381.8,5.0,9.42884056942487,5.0,5,0.484,0.679,0.0087,0.41419057,19.25
sunflower,120,16.65,32.43,362.3,100.6,55.4,6.14,18.4,101.5,26.3,102.1,5.0,15.154523885612809,5.0,5,0.611,0.611,0.0027,0.446153829,19.59
soybean,111,13.52,30.35,465.3,101.9,63.6,4.61,33.5,110.3,28.0,172.3,76.69026135820047,51.55682450318438,37.29089693472626,1,0.892,0.892,0.0037,2.168392184,38.38
sunflower,113,13.04,31.57,628.7,161.1,85.1,7.77,30.9,204.3,21.2,360.0,5.0,14.614554914728515,5.0,1,0.698,0.698,0.0015,0.332950619,18.36
sesame,142,16.13,23.27,328.4,53.6,37.7,5.92,22.7,215.3,11.2,338.8,5.0,29.083465112916365,5.0,0,0.712,0.712,0.0014,0.907464244,24.63
mustard,115,21.45,21.72,572.7,57.5,47.9,4.99,30.7,95.1,8.3,246.0,80.26013692084761,59.28337642864271,24.102528189729178,2,0.481,0.884,0.0203,2.303486461,39.86
mustard,126,15.35,17.21,726.9,248.8,68.4,5.16,34.2,92.6,15.4,331.9,42.20608772810976,30.493715169485803,5.0,3,0.9,0.9,0.0039,1.308701393,29.0
safflower,125,15.03,20.68,408.7,206.4,53.6,5.79,18.3,210.1,24.6,256.8,5.0,26.356571068205128,5.0,2,0.769,0.876,0.0057,0.703888814,22.41
mustard,101,22.3,12.82,659.6,7.2,54.1,6.92,42.3,159.4,19.3,160.8,5.0,19.717078769297643,5.0,2,0.798,0.8,0.0036,0.430022364,19.42
sunflower,116,14.03,29.8,448.2,120.8,61.5,6.14,53.0,185.3,10.6,316.7,5.0,15.905356820490642,5.0,0,0.782,0.811,0.0106,0.348932248,18.53
mustard,123,30.96,34.27,399.6,27.1,89.8,5.95,59.6,191.3,11.6,343.9,5.0,19.16364140018862,5.0,1,0.636,0.846,0.0123,0.430022364,19.42
safflower,136,20.53,30.71,711.4,74.7,73.1,5.64,43.0,108.3,23.4,272.4,5.0,19.632009658262294,5.0,3,0.535,0.583,0.0071,0.543979714,20.66
soybean,95,25.14,16.33,321.2,194.2,73.3,7.18,18.0,210.6,30.7,122.5,5.0,10.38058461715625,5.0,2,0.832,0.832,0.0024,0.418810658,19.3
sunflower,126,17.98,21.26,628.3,185.1,42.0,7.47,17.1,194.1,22.1,205.2,5.0,33.30727281487405,5.0,0,0.745,0.745,0.0023,1.040137733,26.07
sunflower,123,16.6,34.68,592.3,222.5,74.6,5.52,50.9,218.4,9.8,227.6,5.0,7.440554799003996,5.0,3,0.852,0.852,0.0027,0.332950619,18.36
sunflower,96,27.2,14.04,298.5,158.1,56.0,7.55,19.4,87.8,23.3,109.5,47.25057300454479,28.578958961057296,32.29366876567343,4,0.532,0.722,0.0051,1.358438525,29.55
sesame,134,21.25,29.45,589.8,141.2,47.5,6.16,27.2,211.8,27.2,232.6,5.0,23.88026079398748,5.0,5,0.42,0.838,0.0277,1.004893303,25.69
sunflower,104,19.29,27.24,796.6,154.0,44.9,5.75,33.4,198.1,24.0,334.3,5.0,19.064345190384927,5.0,1,0.9,0.9,0.0021,0.570677361,20.95
sunflower,110,26.27,34.23,543.7,163.1,58.7,7.29,26.3,152.9,21.0,255.8,5.0,23.547568628021814,5.0,1,0.626,0.626,0.0078,0.783099855,23.27
niger seed,121,13.59,30.92,454.5,167.7,36.0,5.68,21.9,208.1,33.3,268.0,5.0,17.436148382655745,5.0,3,0.325,0.825,0.0117,0.627839387,21.58
niger seed,121,27.91,30.71,484.6,244.4,79.3,8.01,25.1,112.7,9.3,371.7,5.0,17.012283220593517,5.0,3,0.472,0.502,0.0036,0.415954448,19.26
sunflower,116,25.97,17.88,370.3,78.9,48.5,7.86,7.8,171.5,13.9,87.0,62.98579519828532,56.87715176274729,74.9398930995,5,0.9,0.9,0.0022,2.314006801,39.97
sunflower,110,16.57,26.04,367.8,145.3,46.5,4.76,18.4,198.6,15.7,288.1,5.0,11.203332040090672,5.0,1,0.671,0.699,0.0058,0.423513187,19.35
niger seed,116,29.31,14.0,435.8,188.6,50.2,5.14,19.3,177.1,14.8,144.4,5.0,8.270774328368585,5.0,2,0.328,0.457,0.0111,0.3,18.0
groundnut,131,17.6,15.92,428.8,15.4,63.6,8.34,15.3,148.9,20.3,333.1,20.126720080625454,29.52387248621709,5.0,5,0.3,0.803,0.0243,1.299640751,28.91
sunflower,107,30.74,28.51,616.0,204.7,82.1,7.46,34.3,145.8,33.6,350.3,14.761640804488582,22.735162085571854,5.0,5,0.757,0.88,0.0085,1.078094104,26.49
sunflower,105,17.67,28.83,775.8,145.3,48.0,6.79,31.1,116.6,15.0,396.8,8.500642628442556,20.58599567363671,5.0,2,0.9,0.9,0.0024,0.868335214,24.2
safflower,112,19.76,25.74,531.7,32.2,56.6,6.87,26.1,164.5,20.3,349.4,5.0,18.755452886114774,5.0,0,0.899,0.899,0.0073,0.837086236,23.86
